experiment_id,workload,qp,policy,avg_k,rdo_reduction,winner_retention,candidate_recall,bitrate,psnr_y,psnr_u,psnr_v,psnr_yuv,bd_rate_percent,estimated_batches,estimated_cycles,status
phase4-smooth-edges-96x64-4f-yuv420p8-all-intra-full-rdo-qp22-adaptive-hw-v1-p8-dc738b4329a7,phase4-smooth-edges-96x64-4f-yuv420p8,22,adaptive_hw_v1_p8,19.797455968688844,0.4343584008946044,0.9931506849315068,0.9931506849315068,39.24,54.9359,56.752,55.6825,55.2175,0.008941891315705774,2.6306262230919764,28.675636007827787,PASS
phase4-smooth-edges-96x64-4f-yuv420p8-all-intra-full-rdo-qp22-adaptive-threshold-0e309b31793e,phase4-smooth-edges-96x64-4f-yuv420p8,22,adaptive_threshold,4.395303326810176,0.8744199049482807,0.9099804305283757,0.9099804305283757,39.12,54.9801,56.871,55.892,55.291,-0.07334211166177829,1.0357142857142858,14.321428571428571,PASS
phase4-smooth-edges-96x64-4f-yuv420p8-all-intra-full-rdo-qp22-adaptive-v0-83dc954abec6,phase4-smooth-edges-96x64-4f-yuv420p8,22,adaptive_v0,5.590998043052838,0.8402571987699189,0.9373776908023483,0.9373776908023483,39.12,54.9801,56.871,55.892,55.291,-0.07283665593168509,1.1291585127201567,15.16242661448141,PASS
phase4-smooth-edges-96x64-4f-yuv420p8-all-intra-full-rdo-qp22-fixed-k16-2caeb558447a,phase4-smooth-edges-96x64-4f-yuv420p8,22,fixed_k16,16.0,0.5428571428571429,0.9794520547945206,0.9794520547945206,39.12,54.8591,56.871,55.7166,55.1839,0.03738528503069993,2.0,23.0,PASS
phase4-smooth-edges-96x64-4f-yuv420p8-all-intra-full-rdo-qp22-fixed-k2-f43e144776fe,phase4-smooth-edges-96x64-4f-yuv420p8,22,fixed_k2,2.0,0.9428571428571428,0.7588062622309197,0.7588062622309197,40.14,54.3382,56.8406,55.7949,54.7817,4.305822458485631,1.0,14.0,PASS
phase4-smooth-edges-96x64-4f-yuv420p8-all-intra-full-rdo-qp22-fixed-k4-d0e7d5119194,phase4-smooth-edges-96x64-4f-yuv420p8,22,fixed_k4,4.0,0.8857142857142857,0.87426614481409,0.87426614481409,40.14,54.4822,56.767,55.5627,54.8581,3.6253911426913144,1.0,14.0,PASS
phase4-smooth-edges-96x64-4f-yuv420p8-all-intra-full-rdo-qp22-fixed-k8-19752ad28783,phase4-smooth-edges-96x64-4f-yuv420p8,22,fixed_k8,8.0,0.7714285714285715,0.9192759295499021,0.9192759295499021,39.96,54.4724,56.7202,55.48,54.8294,3.9466488690710344,1.0,14.0,PASS
phase4-smooth-edges-96x64-4f-yuv420p8-all-intra-full-rdo-qp22-cb445cefb31c,phase4-smooth-edges-96x64-4f-yuv420p8,22,full_rdo,35.0,0.0,1.0,1.0,39.24,54.9359,56.752,55.6825,55.2175,0.0,5.0,50.0,PASS
phase4-smooth-edges-96x64-4f-yuv420p8-all-intra-full-rdo-qp22-relative-satd-9f45b511760c,phase4-smooth-edges-96x64-4f-yuv420p8,22,relative_satd,27.2646771037182,0.22100922560805147,0.9926614481409002,0.9926614481409002,39.24,54.9359,56.752,55.6825,55.2175,0.0004861257212773751,3.8101761252446185,39.291585127201564,PASS
phase4-smooth-edges-96x64-4f-yuv420p8-all-intra-full-rdo-qp27-adaptive-hw-p8-c0b00d8ca62c,phase4-smooth-edges-96x64-4f-yuv420p8,27,adaptive_hw_batch_fill_p8,8.0,0.7714285714285715,0.9305283757338552,0.9305283757338552,35.58,51.5643,50.9131,50.497,51.198,3.9466488690710344,1.0,14.0,PASS
phase4-smooth-edges-96x64-4f-yuv420p8-all-intra-full-rdo-qp27-adaptive-hw-v1-p8-bc0104f71491,phase4-smooth-edges-96x64-4f-yuv420p8,27,adaptive_hw_v1_p8,17.45205479452055,0.5013698630136987,0.9980430528375733,0.9980430528375733,34.8,52.3263,50.6122,50.8547,51.6854,0.008941891315705774,2.2622309197651664,25.360078277886497,PASS
phase4-smooth-edges-96x64-4f-yuv420p8-all-intra-full-rdo-qp27-adaptive-threshold-d1d23523305f,phase4-smooth-edges-96x64-4f-yuv420p8,27,adaptive_threshold,4.395303326810176,0.8744199049482807,0.934931506849315,0.934931506849315,34.86,52.3432,50.7652,50.7448,51.7175,-0.07334211166177829,1.0357142857142858,14.321428571428571,PASS
phase4-smooth-edges-96x64-4f-yuv420p8-all-intra-full-rdo-qp27-adaptive-v0-0d55d28d95a6,phase4-smooth-edges-96x64-4f-yuv420p8,27,adaptive_v0,5.589041095890411,0.8403131115459883,0.9564579256360078,0.9564579256360078,34.86,52.3378,50.7652,50.7448,51.7127,-0.07283665593168509,1.1291585127201567,15.16242661448141,PASS
phase4-smooth-edges-96x64-4f-yuv420p8-all-intra-full-rdo-qp27-fixed-k16-4bed2eb00781,phase4-smooth-edges-96x64-4f-yuv420p8,27,fixed_k16,16.0,0.5428571428571429,0.9814090019569471,0.9814090019569471,34.86,52.3378,50.7652,50.7448,51.7127,0.03738528503069993,2.0,23.0,PASS
phase4-smooth-edges-96x64-4f-yuv420p8-all-intra-full-rdo-qp27-fixed-k2-180519241d87,phase4-smooth-edges-96x64-4f-yuv420p8,27,fixed_k2,2.0,0.9428571428571428,0.7544031311154599,0.7544031311154599,35.7,51.6355,50.8186,50.4025,51.2014,4.305822458485631,1.0,14.0,PASS
phase4-smooth-edges-96x64-4f-yuv420p8-all-intra-full-rdo-qp27-fixed-k4-513d559c5602,phase4-smooth-edges-96x64-4f-yuv420p8,27,fixed_k4,4.0,0.8857142857142857,0.9045988258317026,0.9045988258317026,35.64,51.3932,50.9131,50.497,51.0745,3.6253911426913144,1.0,14.0,PASS
phase4-smooth-edges-96x64-4f-yuv420p8-all-intra-full-rdo-qp27-fixed-k8-bf2746ea3421,phase4-smooth-edges-96x64-4f-yuv420p8,27,fixed_k8,8.0,0.7714285714285715,0.9305283757338552,0.9305283757338552,35.58,51.5643,50.9131,50.497,51.198,3.9466488690710344,1.0,14.0,PASS
phase4-smooth-edges-96x64-4f-yuv420p8-all-intra-full-rdo-qp27-51133b3b602f,phase4-smooth-edges-96x64-4f-yuv420p8,27,full_rdo,35.0,0.0,1.0,1.0,34.8,52.3263,50.6122,50.8547,51.6854,0.0,5.0,50.0,PASS
phase4-smooth-edges-96x64-4f-yuv420p8-all-intra-full-rdo-qp27-relative-satd-d2a95086f98a,phase4-smooth-edges-96x64-4f-yuv420p8,27,relative_satd,28.184442270058707,0.19473022085546543,0.9936399217221135,0.9936399217221135,34.8,52.3182,50.6122,50.8547,51.6811,0.0004861257212773751,3.9593933463796476,40.63454011741683,PASS
phase4-smooth-edges-96x64-4f-yuv420p8-all-intra-full-rdo-qp32-adaptive-hw-p8-5d20b7d464f7,phase4-smooth-edges-96x64-4f-yuv420p8,32,adaptive_hw_batch_fill_p8,8.0,0.7714285714285715,0.9090019569471625,0.9090019569471625,33.72,48.4387,49.5466,49.6094,48.7291,3.9466488690710344,1.0,14.0,PASS
phase4-smooth-edges-96x64-4f-yuv420p8-all-intra-full-rdo-qp32-adaptive-hw-v1-p8-084b28e4bb50,phase4-smooth-edges-96x64-4f-yuv420p8,32,adaptive_hw_v1_p8,17.30234833659491,0.5056471903830025,0.9995107632093934,0.9995107632093934,32.46,48.8031,49.4016,49.4645,48.951,0.008941891315705774,2.2416829745596867,25.17514677103718,PASS
phase4-smooth-edges-96x64-4f-yuv420p8-all-intra-full-rdo-qp32-adaptive-threshold-80e868bed21f,phase4-smooth-edges-96x64-4f-yuv420p8,32,adaptive_threshold,4.401174168297456,0.8742521666200727,0.9662426614481409,0.9662426614481409,32.46,48.7963,49.4016,49.4645,48.9467,-0.07334211166177829,1.0362035225048924,14.325831702544031,PASS
phase4-smooth-edges-96x64-4f-yuv420p8-all-intra-full-rdo-qp32-adaptive-v0-065ac63a8e3e,phase4-smooth-edges-96x64-4f-yuv420p8,32,adaptive_v0,5.418786692759295,0.8451775230640202,0.9936399217221135,0.9936399217221135,32.46,48.7963,49.4016,49.4645,48.9467,-0.07283665593168509,1.1105675146771037,14.995107632093934,PASS
phase4-smooth-edges-96x64-4f-yuv420p8-all-intra-full-rdo-qp32-fixed-k16-e12e61e88a4d,phase4-smooth-edges-96x64-4f-yuv420p8,32,fixed_k16,16.0,0.5428571428571429,0.9995107632093934,0.9995107632093934,32.46,48.8031,49.4016,49.4645,48.951,0.03738528503069993,2.0,23.0,PASS
phase4-smooth-edges-96x64-4f-yuv420p8-all-intra-full-rdo-qp32-fixed-k2-3b65d46f3a9b,phase4-smooth-edges-96x64-4f-yuv420p8,32,fixed_k2,2.0,0.9428571428571428,0.7592954990215264,0.7592954990215264,33.66,48.2617,49.7976,49.777,48.5971,4.305822458485631,1.0,14.0,PASS
phase4-smooth-edges-96x64-4f-yuv420p8-all-intra-full-rdo-qp32-fixed-k4-e7aedbfe4389,phase4-smooth-edges-96x64-4f-yuv420p8,32,fixed_k4,4.0,0.8857142857142857,0.9031311154598826,0.9031311154598826,33.66,48.7395,49.602,49.8093,48.931,3.6253911426913144,1.0,14.0,PASS
phase4-smooth-edges-96x64-4f-yuv420p8-all-intra-full-rdo-qp32-fixed-k8-e6efed977923,phase4-smooth-edges-96x64-4f-yuv420p8,32,fixed_k8,8.0,0.7714285714285715,0.9090019569471625,0.9090019569471625,33.72,48.4387,49.5466,49.6094,48.7291,3.9466488690710344,1.0,14.0,PASS
phase4-smooth-edges-96x64-4f-yuv420p8-all-intra-full-rdo-qp32-a3927c82c6f1,phase4-smooth-edges-96x64-4f-yuv420p8,32,full_rdo,35.0,0.0,1.0,1.0,32.46,48.8157,49.3613,49.4242,48.9497,0.0,5.0,50.0,PASS
phase4-smooth-edges-96x64-4f-yuv420p8-all-intra-full-rdo-qp32-relative-satd-692817a3d9bb,phase4-smooth-edges-96x64-4f-yuv420p8,32,relative_satd,28.180039138943247,0.19485602460162144,0.9980430528375733,0.9980430528375733,32.46,48.8157,49.3613,49.4242,48.9497,0.0004861257212773751,3.960371819960861,40.64334637964775,PASS
phase4-smooth-edges-96x64-4f-yuv420p8-all-intra-full-rdo-qp37-adaptive-hw-p8-14e94db91545,phase4-smooth-edges-96x64-4f-yuv420p8,37,adaptive_hw_batch_fill_p8,8.0,0.7714285714285715,0.9266144814090019,0.9266144814090019,30.72,42.7647,47.894,47.7101,43.7415,3.9466488690710344,1.0,14.0,PASS
phase4-smooth-edges-96x64-4f-yuv420p8-all-intra-full-rdo-qp37-adaptive-hw-v1-p8-99af4f451244,phase4-smooth-edges-96x64-4f-yuv420p8,37,adaptive_hw_v1_p8,10.002446183953033,0.7142158233156276,0.9995107632093934,0.9995107632093934,30.24,42.8282,47.8854,47.75,43.7928,0.008941891315705774,1.294031311154599,16.64628180039139,PASS
phase4-smooth-edges-96x64-4f-yuv420p8-all-intra-full-rdo-qp37-adaptive-threshold-ab5e6939f662,phase4-smooth-edges-96x64-4f-yuv420p8,37,adaptive_threshold,4.500978473581213,0.8714006150405368,0.99706457925636,0.99706457925636,30.24,42.8282,47.8854,47.75,43.7928,-0.07334211166177829,1.0445205479452055,14.400684931506849,PASS
phase4-smooth-edges-96x64-4f-yuv420p8-all-intra-full-rdo-qp37-adaptive-v0-129a6b2df036,phase4-smooth-edges-96x64-4f-yuv420p8,37,adaptive_v0,4.894324853228963,0.8601621470506011,0.9995107632093934,0.9995107632093934,30.24,42.8282,47.8854,47.75,43.7928,-0.07283665593168509,1.068003913894325,14.612035225048924,PASS
phase4-smooth-edges-96x64-4f-yuv420p8-all-intra-full-rdo-qp37-fixed-k16-9d9137dbe068,phase4-smooth-edges-96x64-4f-yuv420p8,37,fixed_k16,16.0,0.5428571428571429,1.0,1.0,30.24,42.8282,47.8854,47.75,43.7928,0.03738528503069993,2.0,23.0,PASS
phase4-smooth-edges-96x64-4f-yuv420p8-all-intra-full-rdo-qp37-fixed-k2-b24aadc7fe1a,phase4-smooth-edges-96x64-4f-yuv420p8,37,fixed_k2,2.0,0.9428571428571428,0.7720156555772995,0.7720156555772995,30.66,42.4005,48.2223,48.281,43.5601,4.305822458485631,1.0,14.0,PASS
phase4-smooth-edges-96x64-4f-yuv420p8-all-intra-full-rdo-qp37-fixed-k4-daae5b5437e6,phase4-smooth-edges-96x64-4f-yuv420p8,37,fixed_k4,4.0,0.8857142857142857,0.9207436399217221,0.9207436399217221,30.72,42.7248,47.894,47.7101,43.7053,3.6253911426913144,1.0,14.0,PASS
phase4-smooth-edges-96x64-4f-yuv420p8-all-intra-full-rdo-qp37-fixed-k8-9d58bea81977,phase4-smooth-edges-96x64-4f-yuv420p8,37,fixed_k8,8.0,0.7714285714285715,0.9266144814090019,0.9266144814090019,30.72,42.7647,47.894,47.7101,43.7415,3.9466488690710344,1.0,14.0,PASS
phase4-smooth-edges-96x64-4f-yuv420p8-all-intra-full-rdo-qp37-b32add2abf43,phase4-smooth-edges-96x64-4f-yuv420p8,37,full_rdo,35.0,0.0,1.0,1.0,30.24,42.8282,47.8854,47.75,43.7928,0.0,5.0,50.0,PASS
phase4-smooth-edges-96x64-4f-yuv420p8-all-intra-full-rdo-qp37-relative-satd-42fc7e484dda,phase4-smooth-edges-96x64-4f-yuv420p8,37,relative_satd,29.13454011741683,0.16758456807380484,0.9980430528375733,0.9980430528375733,30.24,42.8282,47.8854,47.75,43.7928,0.0004861257212773751,4.103228962818004,41.92906066536204,PASS
